Agriculture,0.007407407407407408,0.013745704467353952,0.0,0.006097560975609756,0.015105740181268883,0.005555555555555556,0.0035211267605633804,0.0,0.0,0.004140786749482402,0.002457002457002457,0.007352941176470588,0.0,0.1415525114155251,0.004524886877828055,0.0038461538461538464,0.0,0.0035335689045936395,0.004629629629629629,0.0220125786163522,0.03417721518987342,0.007974481658692184,0.0031201248049922,0.00847457627118644,0.005185825410544511,0.0070921985815602835,0.0
Reporting,0.22962962962962963,0.28865979381443296,0.3333333333333333,0.3048780487804878,0.3867069486404834,0.4,0.4471830985915493,0.3713450292397661,0.3496932515337423,0.36853002070393376,0.35626535626535627,0.3088235294117647,0.2633333333333333,0.1050228310502283,0.04072398190045249,0.05384615384615385,0.03146853146853147,0.04946996466431095,0.023148148148148147,0.012578616352201259,0.010126582278481013,0.004784688995215311,0.0062402496099844,0.007062146892655367,0.003457216940363008,0.0007880220646178094,0.0
Botany 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002044989775051125,0.0,0.002457002457002457,0.0,0.0,0.0,0.004524886877828055,0.0,0.0,0.0,0.0,0.0031446540880503146,0.007594936708860759,0.017543859649122806,0.0046801872074883,0.005649717514124294,0.007778738115816767,0.004728132387706856,0.009900990099009901
Immunology,0.0,0.0,0.0044444444444444444,0.0,0.0,0.005555555555555556,0.007042253521126761,0.0,0.00408997955010225,0.004140786749482402,0.004914004914004914,0.0,0.0033333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0015723270440251573,0.0012658227848101266,0.014354066985645933,0.0078003120124804995,0.012711864406779662,0.02592912705272256,0.0338849487785658,0.019801980198019802
Nervous System,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00408997955010225,0.004140786749482402,0.002457002457002457,0.0024509803921568627,0.0,0.0182648401826484,0.004524886877828055,0.03076923076923077,0.02097902097902098,0.02120141342756184,0.009259259259259259,0.01729559748427673,0.012658227848101266,0.011164274322169059,0.015600624024960999,0.03954802259887006,0.02247191011235955,0.016548463356973995,0.0
Physiology,0.007407407407407408,0.0,0.008888888888888889,0.0,0.0030211480362537764,0.011111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03076923076923077,0.006993006993006993,0.01060070671378092,0.009259259259259259,0.007861635220125786,0.010126582278481013,0.017543859649122806,0.028081123244929798,0.01694915254237288,0.03889369057908384,0.03467297084318361,0.019801980198019802
Paleontology,0.0,0.0,0.0,0.0,0.0,0.0,0.0035211267605633804,0.0,0.012269938650306749,0.016563146997929608,0.009828009828009828,0.004901960784313725,0.006666666666666667,0.0,0.00904977375565611,0.011538461538461539,0.017482517482517484,0.01060070671378092,0.013888888888888888,0.01729559748427673,0.005063291139240506,0.03987240829346093,0.0187207488299532,0.007062146892655367,0.006050129645635264,0.007880220646178092,0.019801980198019802
Headmatter,0.0,0.003436426116838488,0.017777777777777778,0.009146341463414634,0.0030211480362537764,0.0,0.007042253521126761,0.005847953216374269,0.00408997955010225,0.012422360248447204,0.0171990171990172,0.014705882352941176,0.013333333333333334,0.0045662100456621,0.0,0.0,0.01048951048951049,0.01060070671378092,0.009259259259259259,0.012578616352201259,0.012658227848101266,0.02073365231259968,0.0218408736349454,0.01977401129943503,0.011235955056179775,0.005516154452324665,0.0
Neurology,0.0,0.003436426116838488,0.0044444444444444444,0.0,0.006042296072507553,0.011111111111111112,0.017605633802816902,0.0,0.002044989775051125,0.0,0.019656019656019656,0.004901960784313725,0.006666666666666667,0.0091324200913242,0.049773755656108594,0.015384615384615385,0.027972027972027972,0.007067137809187279,0.009259259259259259,0.02358490566037736,0.021518987341772152,0.02073365231259968,0.0171606864274571,0.0423728813559322,0.012100259291270527,0.013396375098502758,0.019801980198019802
Biology 2,0.14444444444444443,0.16151202749140894,0.12,0.1798780487804878,0.1661631419939577,0.08888888888888889,0.08450704225352113,0.11695906432748537,0.12678936605316973,0.07867494824016563,0.07862407862407862,0.06372549019607843,0.04666666666666667,0.0319634703196347,0.049773755656108594,0.06153846153846154,0.027972027972027972,0.0706713780918728,0.13425925925925927,0.0880503144654088,0.043037974683544304,0.028708133971291867,0.0234009360374415,0.0211864406779661,0.006050129645635264,0.01103230890464933,0.009900990099009901
Botany 2,0.09259259259259259,0.11683848797250859,0.05333333333333334,0.10975609756097561,0.04833836858006042,0.08888888888888889,0.07042253521126761,0.03216374269005848,0.05930470347648262,0.047619047619047616,0.02702702702702703,0.03431372549019608,0.04,0.0182648401826484,0.049773755656108594,0.011538461538461539,0.006993006993006993,0.0035335689045936395,0.0,0.009433962264150943,0.005063291139240506,0.022328548644338118,0.0,0.00423728813559322,0.00432152117545376,0.003940110323089046,0.0
Anatomy 2,0.0,0.0,0.0044444444444444444,0.01524390243902439,0.006042296072507553,0.022222222222222223,0.02112676056338028,0.014619883040935672,0.012269938650306749,0.010351966873706004,0.014742014742014743,0.012254901960784314,0.01,0.0182648401826484,0.04072398190045249,0.026923076923076925,0.03496503496503497,0.0035335689045936395,0.009259259259259259,0.0110062893081761,0.013924050632911392,0.022328548644338118,0.0187207488299532,0.014124293785310734,0.005185825410544511,0.0070921985815602835,0.0297029702970297
Anatomy 1,0.0,0.0,0.0,0.0,0.0,0.005555555555555556,0.0,0.0,0.002044989775051125,0.0,0.0,0.0024509803921568627,0.0033333333333333335,0.0,0.00904977375565611,0.007692307692307693,0.0,0.0,0.013888888888888888,0.012578616352201259,0.007594936708860759,0.007974481658692184,0.0249609984399376,0.009887005649717515,0.00432152117545376,0.005516154452324665,0.009900990099009901
-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----
-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----
Total Primary Topics Appearing,9,9,12,13,9,12,13,11,17,14,16,14,17,16,18,17,17,21,22,28,29,29,29,27,27,25,21
Total Secondary Topics Appearing,15,18,19,19,21,20,21,18,24,23,26,24,24,23,25,24,24,25,25,30,30,30,29,30,30,30,23
Primary Topics/Article Ratio,0.03333333333333333,0.030927835051546393,0.05333333333333334,0.039634146341463415,0.027190332326283987,0.06666666666666667,0.045774647887323945,0.03216374269005848,0.034764826175869123,0.028985507246376812,0.03931203931203931,0.03431372549019608,0.056666666666666664,0.0730593607305936,0.08144796380090498,0.06538461538461539,0.05944055944055944,0.07420494699646643,0.10185185185185185,0.0440251572327044,0.03670886075949367,0.046251993620414676,0.0452418096723869,0.038135593220338986,0.023336214347450302,0.019700551615445233,0.2079207920792079
Secondary Topics/Article Ratio,0.05555555555555555,0.061855670103092786,0.08444444444444445,0.057926829268292686,0.0634441087613293,0.1111111111111111,0.07394366197183098,0.05263157894736842,0.049079754601226995,0.047619047619047616,0.06388206388206388,0.058823529411764705,0.08,0.1050228310502283,0.11312217194570136,0.09230769230769231,0.08391608391608392,0.08833922261484099,0.11574074074074074,0.04716981132075472,0.0379746835443038,0.04784688995215311,0.0452418096723869,0.0423728813559322,0.02592912705272256,0.02364066193853428,0.22772277227722773
