Decades,1680,1690,1700,1710,1720,1730,1740,1750,1760,1770,1780,1790,1800,1810,1820,1830,1840,1850,1860,1870,1880,1890,1900,1910
Paleontology,,,,,,,,,0.18557128428087655,,,,,,0.33119585328217926,0.22646114503274628,0.7741338339005255,0.3205266633000714,0.6272129483523572,0.35161691536036876,0.2754997123881715,0.45007543795539684,1.6743957104691742,1.2253391421122868
Botany 1,,,,,,,,,,,,,,,,,,,0.4887999441266082,0.3885242547123511,0.49507657801358196,0.7729707931733047,0.8063948391051325,0.23511162803562602
Neurology,,,,,,,,,,,,,,,,,0.25147082658700537,0.7391882380120025,0.5582950474646768,0.38457560031665405,0.28068200863251613,0.20591745125939553,0.6725585617402681,0.5764474174791623
Headmatter,,,,,,,,,,,,,,,,,,,0.05347641681866877,,0.9612026337640174,0.8074640313699462,0.047477601071496345,
Anatomy 2,,,,,,,,,,,,0.48835639902752703,0.22369503451189754,0.4728297928870058,0.25807867747348645,,,0.22354140242178788,0.9323150925525212,0.26279958175768225,0.24787264939482245,0.1437569839757229,0.2971912976908593,0.1561808443953412
Anatomy 1,,,,,,,,,,,,,,,,,,0.20520970534937977,0.27144377900688976,0.10376770685987102,0.12446123338288206,0.18875337359702815,1.0987772246185479,0.5202140115051401
Botany 2,0.2731850641193976,0.15587883268362868,0.5053299124540027,0.709120483361672,0.7939870374786944,0.42295177227347214,0.4246029263019224,0.1835458965827481,0.6541908539742285,0.8752745061701797,0.24092638785315756,0.437839108442585,0.5331334553029219,0.3888381801909402,,,,,0.6612234644459196,0.10696666872404581,1.073369101662526,,,0.5094015999779709
Biology 2,0.24719739303362287,0.309879855356912,0.8204907872979916,0.6955355707913444,0.5538230119172804,0.9605941832079865,0.6229307399639916,0.5181594276180641,0.27851760884435883,0.26720702069826885,0.4074296825819186,0.6054391702414859,0.46483586275994915,0.3375487068835774,0.26957637877181106,0.07362606819777584,0.4191370921677615,0.4856330680464196,0.7669107721087784,1.0434904482397585,0.7593141613503258,0.33252608931093386,,
Chemistry 1,0.7313046092257203,0.3862237107165809,0.42820391203591335,0.9940609379969194,1.1226592206538366,0.47717021084182587,1.1254595232678972,0.944237049375273,0.20748372812304972,0.20475283525166432,0.2257230102120822,0.1274252273226515,0.4971727169027398,0.23017194370915828,0.3237843990206106,0.5826433042221311,0.4873672313398192,0.7204206874741041,0.5424619595879117,1.0494957148474384,0.5265403793967796,,,
Reporting,0.46520101498975297,0.20536752439276018,0.06134377464442364,0.41424447491337313,0.5253034045527372,0.7188460847898095,1.6374379814500872,1.0046150386600665,0.5402617237391794,0.5906641320932184,0.2622954667103077,0.3935714499122813,0.7320356820409621,0.08217781037602823,0.3373455208086611,0.7516108363570284,0.14400606640801517,0.38095351273502676,,,,,,
